material_id,material_name,material_original_price,material_optimized_price,material_type,material_subtype,specialty,procedure_id,procedure_name,procedure_original_cost,procedure_optimized_cost,price_source,surgeon_fullname,surgeon_specific_action
77971,neuro tubing,16.89,14.89,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78031,bag normal saline 3l,14.86,12.86,DISPOSABLE,LIQUIDS_MEDICINES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78531,peel-away catheter,148.74,146.74,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
77902,bone wax,6.83,2.83,DISPOSABLE,LIQUIDS_MEDICINES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78050,bactiseal evd catheter and bag system,147.74,141.74,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78082,giving set,14.49,14.49,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
77826,skin clips,44.74,43.74,DISPOSABLE,SUTURES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78231,4k stack,449.07,449.07,OTHER,DEVICE,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78271,brain lab,449.07,445.07,OTHER,DEVICE,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
81883,mr8 3mm matchstick drill (purple),21.89,17.89,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
77812,neuro bipolars,43.7,35.7,INSTRUMENT,missing,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78049,perforator drill piece,19.91,19.91,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
77811,neuro set up,34.7,34.7,INSTRUMENT,missing,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78165,brain lab balls,79.37,79.37,DISPOSABLE,OTHER_DISPOSABLES,,51803,ETV - Endoscopic Third Ventriculostomy,7421.110000000001,4642.609999999999,historical,unknown,DEFAULT
78486,ball tip drill bit (blue),20.77,19.77,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78479,shrill drill,275.58,275.58,INSTRUMENT,missing,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77852,pack 4x4,13.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78482,white camera sleeve,2.51,1.51,DISPOSABLE,DRAPING,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78077,skin glue,13.18,11.18,DISPOSABLE,LIQUIDS_MEDICINES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77944,light handle,16.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78068,laparotomy quiver,23.77,18.77,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78490,tessys endoscopic 2 of 2 –blue lid,271.58,271.58,INSTRUMENT,missing,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
81016,joimax access kit,18.77,18.77,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78067,trolley covers,7.96,6.96,DISPOSABLE,DRAPING,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78483,small softpore dressing,55.74,45.74,DISPOSABLE,WOUNDCARE,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78478,vaporflex bi-polar,274.58,269.58,INSTRUMENT,missing,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78484,irrigation tubing,23.77,22.77,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78489,tessys endoscopic 1 of 2 –blue lid,272.58,272.58,INSTRUMENT,missing,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77814,large drapes,2.99,1.99,DISPOSABLE,DRAPING,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
81017,c-arm with monitor,443.72,441.72,OTHER,DEVICE,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78066,c-arm cover,9.51,1.51,DISPOSABLE,DRAPING,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78065,spinal ioban drape,8.51,6.51,DISPOSABLE,DRAPING,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78487,joimax stack system,444.72,443.72,OTHER,DEVICE,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78393,muscle biopsy tray,322.5,318.5,INSTRUMENT,missing,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
77942,sharps box,11.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,51804,Endoscopic Discectomy - TESSYS,3000.76,2939.76,historical,unknown,DEFAULT
78486,ball tip drill bit (blue),20.77,19.77,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78479,shrill drill,275.58,275.58,INSTRUMENT,missing,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78477,ilessys pro endoscopic 2 of 2 – red lid,271.58,271.58,INSTRUMENT,missing,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77852,pack 4x4,13.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78482,white camera sleeve,2.51,1.51,DISPOSABLE,DRAPING,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78077,skin glue,13.18,11.18,DISPOSABLE,LIQUIDS_MEDICINES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77944,light handle,16.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78068,laparotomy quiver,23.77,18.77,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78067,trolley covers,7.96,6.96,DISPOSABLE,DRAPING,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78483,small softpore dressing,55.74,45.74,DISPOSABLE,WOUNDCARE,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78478,vaporflex bi-polar,274.58,269.58,INSTRUMENT,missing,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78484,irrigation tubing,23.77,22.77,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78476,ilessys pro endoscopic 1 of 2 – red lid,273.58,270.58,INSTRUMENT,missing,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77814,large drapes,2.99,1.99,DISPOSABLE,DRAPING,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
81017,c-arm with monitor,443.72,441.72,OTHER,DEVICE,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78066,c-arm drape,32.48,25.48,DISPOSABLE,DRAPING,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78487,joimax stack system,444.72,443.72,OTHER,DEVICE,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78393,muscle biopsy tray,322.5,318.5,INSTRUMENT,missing,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78485,bipolar tip (red stripe),18.77,18.77,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77942,sharps box,11.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
78065,large isolation drape (ioban),2.51,2.51,DISPOSABLE,DRAPING,,51805,Endoscopic Decompression - ILESSYS,3018.73,2957.73,historical,unknown,DEFAULT
77820,10 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77969,universal consigned screwdriver,34.7,34.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77830,kinevo microscope,443.91,443.91,OTHER,DEVICE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78046,black chair,9.49,4.49,OTHER,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77815,small drapes,6.99,5.99,DISPOSABLE,DRAPING,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77813,spinal pack,8.56,1.56,DISPOSABLE,DRAPING,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77853,medium long patties,20.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77977,micro patties,28.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78002,craniotomy drape,1.56,1.56,DISPOSABLE,DRAPING,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78017,speitzler mallis forceps,25.31,19.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78012,proper surgicel,7.77,6.77,DISPOSABLE,LIQUIDS_MEDICINES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78394,yellow paediatric needle,15.89,15.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78395,10-0 ethilon,52.0,52.0,DISPOSABLE,SUTURES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77823,2-0 vicryl,57.0,55.0,DISPOSABLE,SUTURES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77974,arachnoid knife straight,77.37,77.37,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77978,large square patties,21.89,12.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77924,rhoton dissectors,42.7,33.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78042,head bandage,44.87,44.87,DISPOSABLE,WOUNDCARE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78009,brain retractor 10mm,13.89,13.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78397,visible background,12.89,12.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77826,skin clips,44.74,43.74,DISPOSABLE,SUTURES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
81024,blue fish hook,11.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78362,4-0 pds,57.0,56.0,DISPOSABLE,SUTURES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77812,neuro bipolars,43.7,35.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78019,verdye 5mg/ml,12.77,5.77,DISPOSABLE,LIQUIDS_MEDICINES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77965,speitzler mallis cable,42.7,38.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77821,15 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77811,neuro set up,34.7,34.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78391,mr. patel’s instruments,290.25,290.25,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78398,drug label stickers,20.89,20.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78091,mr8 drill console,431.18,431.18,OTHER,DEVICE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77997,budde halo,38.7,38.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78390,braun bypass instruments,288.25,288.25,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77898,small square patties,23.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78020,papaverine 40mg/1ml,15.77,10.77,DISPOSABLE,LIQUIDS_MEDICINES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
86372,3-0 vicryl for dura,36.37,32.37,DISPOSABLE,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78393,muscle biopsy tray,322.5,318.5,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78023,colorado needle,11.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78392,brescia renal tray,293.25,285.25,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78396,9-0 ethilon,59.0,59.0,DISPOSABLE,SUTURES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
81026,yellow fish hook,13.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77819,vessel loops,19.89,15.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77984,ultrasound,432.93,432.93,OTHER,DEVICE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77897,6 fraiser sucker,23.31,19.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77852,4x4 pack,13.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77979,codman strips,23.31,20.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78007,12x12 pack,23.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78015,craniotome cutter,20.31,19.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78332,melolin,15.89,13.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78400,mini plates and screws,290.54,290.54,IMPLANT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77817,9 fraiser sucker,18.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77995,yasargil aneurysm clips std and mini clips,286.25,286.25,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77901,blunt needle,28.31,20.31,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
81883,mr8 3mm matchstick drill (purple),21.89,17.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77902,bone wax,6.83,2.83,DISPOSABLE,LIQUIDS_MEDICINES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78006,leggings,2.56,2.56,DISPOSABLE,DRAPING,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78082,giving set,14.49,14.49,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78218,jug,82.37,77.37,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77992,avm instruments tray 2,42.7,34.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78008,brackmann sucker,15.89,15.89,DISPOSABLE,OTHER_DISPOSABLES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78399,heparin sod 1000 iu/l in 0.9% sod chloride 500 bag,13.06,13.06,DISPOSABLE,LIQUIDS_MEDICINES,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77993,yasargil aneurysm clip appliers & removers,38.7,38.7,INSTRUMENT,missing,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
78005,kinevo microscope drape,15.9,15.9,DISPOSABLE,DRAPING,,51806,Extracranial to Intracranial (EC-IC) Bypass,5395.31,5243.3099999999995,historical,unknown,DEFAULT
77820,10 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
86342,dandy cannula,55.15,55.15,DISPOSABLE,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78009,brain retractor 10mm or 12.5mm,22.49,22.49,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78444,mr8 drill console,431.18,431.18,OTHER,DEVICE,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
87287,cusa 36hz tray,37.97,37.97,INSTRUMENT,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78151,brain lab 4 pin array,145.21,137.21,INSTRUMENT,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
87293,cusa console,17.19,12.19,OTHER,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77976,specimen jar,79.37,79.37,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77922,mercian curved scissors,36.7,33.7,INSTRUMENT,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77898,small square patties,23.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78038,medium opsite dressing,9.88,6.88,DISPOSABLE,DRAPING,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77991,mr8 electric drill,38.7,33.7,INSTRUMENT,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
86353,extra large long patties,59.15,59.15,DISPOSABLE,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78230,brain lab boxes,452.07,447.07,OTHER,DEVICE,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77813,spinal pack,8.56,1.56,DISPOSABLE,DRAPING,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77853,medium long patties,20.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77816,pentero microscope cover,28.48,27.48,DISPOSABLE,DRAPING,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
86372,3-0 vicryl for dura,36.37,32.37,DISPOSABLE,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
87288,cusa tubing,38.42,34.42,DISPOSABLE,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
77977,micro patties,28.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78003,small absorbent drapes,6.56,1.56,DISPOSABLE,DRAPING,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78007,12 x 12 pack,14.49,14.49,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78281,pentero microscope,451.07,449.07,OTHER,DEVICE,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
78002,craniotomy drape,1.56,1.56,DISPOSABLE,DRAPING,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
87290,cusa standard tip,38.42,37.42,DISPOSABLE,missing,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
81026,yellow fish hook,13.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,52376,Temporal lobectomy (Amygdalohippocampectomy),4840.87,4694.869999999997,historical,unknown,DEFAULT
